name,SoundD,Soundex,Metaphone
TALWAR ZINC  ,3462,T462,TLWRSNK
TALWAR ZINC DRUM  ,3462,T462,TLWRSNKTRM
TAMILA  ML,3545,T545,TMLML
TARAI GOLD NPK ::  ,3624,T624,TRKLTNPK
TARAI GOLD ZINC GOLD  ,3624,T624,TRKLTSNKKLT
TARAI NPK ::  ,3651,T651,TRNPK
TAREEF  ML,3615,T615,TRFML
TAREEF  ML,3615,T615,TRFML
TAREEF  ML,3615,T615,TRFML
TATA BAHAR  ML,3316,T316,TTBHRML
TATA BAHAR  L,3316,T316,TTBHRL
TATA BORON  ,3316,T316,TTBRN
TECHNOZ  ,3252,T252,TXNS
TECHNOZ  ,3252,T252,TXNS
TECHNOZ  ,3252,T252,TXNS
TEKON GR  ,3252,T252,TKNKR
TRACEL  ,3624,T624,TRSL
TRACEMIN  ,3625,T625,TRSMN
TRIPTI  ,3613,T613,TRPT
UNIVERSAL ::  ,5162,U516,UNFRSL
UNIVERSAL ::  ,5162,U516,UNFRSL
UREA GROMOR  ,6265,U626,URKRMR
UREA KRIBHCO  ,6261,U626,URKRBHK
BHARAT UREA CFCL  ,1636,B636,BHRTRKFKL
UTTAM DAP  ,3531,U353,UTMTP
UTTAM VERMI COMPOST  ,3516,U351,UTMFRMKMPST
VIPUL  ML,1145,V145,FPLML
VIPUL  ML,1145,V145,FPLML
VIPUL  ML,1145,V145,FPLML
VIPULGR  ,1142,V142,FPLKR
VOLTAX  ,1432,V432,FLTKS
WAKE UP  L,2140,W214,WKPL
WATER SOLUBLE FERTILIZER ::  ,3624,W362,WTRSLBLFRTLSR
WELVET  ML,4135,W413,WLFTML
WELVET  ML,4135,W413,WLFTML
WILBOND  ,4153,W415,WLBNT
WILBOND  ,4153,W415,WLBNT
WIN CHI WIN  ML,5254,W525,WNXWNML
WIN CHI WIN  ML,5254,W525,WNXWNML
WIN CHI WIN  ML,5254,W525,WNXWNML
WSF ::  ,2100,W210,SF
WUXAL MC MIX  L,2452,W245,WKSLMKMKSL
XYLUS GR  ,2426,X426,SLSKR
XYLUS LIQUID  ML,2424,X424,SLSLKTML
XYLUS LIQUID  ML,2424,X424,SLSLKTML
YARA LIVA NITROBOR  ,6415,Y641,YRLFNTRBR
YARA LIVA NITROBOR  ,6415,Y641,YRLFNTRBR
YARA LIVA STOPIT  ML,6412,Y641,YRLFSTPTML
YARA LIVA STOPIT  ML,6412,Y641,YRLFSTPTML
YARA LIVA STOPIT  ML,6412,Y641,YRLFSTPTML
YARA LIVA STOPIT  L,6412,Y641,YRLFSTPTL
YARA LIVA TROPICOTE  ,6413,Y641,YRLFTRPKT
YARA LIVA TROPICOTE  ,6413,Y641,YRLFTRPKT
YARA MILA COMPLEX  ,6542,Y654,YRMLKMPLKS
YARA UREA  ,6600,Y660,YRR
YARA VITA BORTRAC  ML,6131,Y613,YRFTBRTRKML
YARA VITA BORTRAC  ML,6131,Y613,YRFTBRTRKML
YARA VITA BORTRAC  ML,6131,Y613,YRFTBRTRKML
YARA VITA BORTRAC  ML,6131,Y613,YRFTBRTRKML
YARA VITA BORTRAC  L,6131,Y613,YRFTBRTRKL
YARA VITA SENIPHOS  ML,6132,Y613,YRFTSNFSML
YARA VITA SENIPHOS  L,6132,Y613,YRFTSNFSL
YARA VITA STOPIT  L,6132,Y613,YRFTSTPTL
YARA VITA STOPIT  ML,6132,Y613,YRFTSTPTML
YARA VITA STOPIT  ML,6132,Y613,YRFTSTPTML
YARA VITA ZINTRAC  ML,6132,Y613,YRFTSNTRKML
YARA VITA ZINTRAC  ML,6132,Y613,YRFTSNTRKML
YARA VITA ZINTRAC  ML,6132,Y613,YRFTSNTRKML
ZEBA  ,2100,Z100,SB
ZFHL ZINC SULPHATE %  ,2142,Z142,SFHLSNKSLFT
ZFHL ZYPMITE PLUS SOIL  ,2142,Z142,SFHLSPMTPLSL
ZINATRA   ML,2536,Z536,SNTRML
ZINATRA   ML,2536,Z536,SNTRML
ZINATRA   ML,2536,Z536,SNTRML
ZINATRA   L,2536,Z536,SNTRL
ZINC% SHRIRAM  ,2526,Z526,SNKXRRM
ZINCATED SSPGRANULAR BVFCL  ,2523,Z523,SNKTTSPKRNLRBFFKL
ZINCATED SSPPOWDER BVFCL  ,2523,Z523,SNKTTSPTRBFFKL
ZINCATED SSP POWERED RAMA  ,2523,Z523,SNKTTSPWRTRM
ZINC SULPHATE HEPTAHYDRATE %  ,2524,Z524,SNKSLFTHPTTRT
ZINC SULPHATE MONOHYDRATE %  ,2524,Z524,SNKSLFTMNTRT
ZINC SULPHATE MONOHYDRATE %  ,2524,Z524,SNKSLFTMNTRT
ZIVASHRIRAM . ,2126,Z126,SFXRRM
ZYMEGOLD  ML,2524,Z524,SMKLTML
ZYME MAX   ,2552,Z552,SMMKS
BIOR +  ML,1654,B654,BRML
BIOR +  ML,1654,B654,BRML
BIOR +  ML,1654,B654,BRML
BIOR +  L,1640,B640,BRL
IPL SSP  ,1421,I142,IPLSP
FERTIS  % WG DRUM  ,1632,F632,FRTSKTRM
IFFCO MKP IMP :: WSF  ,1252,I125,IFKMKPMPSF
BVFCL MUKTA POWER  ,1245,B245,BFFKLMKTPWR
UTTAM SAMPOORNA MICRO NUTRIENT  ,3525,U352,UTMSMPRNMKRNTRNT
PPL NAVRATNA ::  ,1451,P451,PLNFRTN
IFFCO ZINC SULPHATE MONO  ,1225,I122,IFKSNKSLFTMN
TAGPON% SL  ML,3215,T215,TKPNSLML
TAGPON% SL  L,3215,T215,TKPNSL
IFFCO ZINC SULPHATE MONO  ,1225,I122,IFKSNKSLFTMN
DOUBLE HORSE SSP % GRANULAR  ,3146,D146,TBLHRSSPKRNLR
SSP PLAIN POWDERED RAMA  ,2145,S145,SPLNPTRTRM
SMARTCHEM TECHNOLOGIES :::  ,2563,S563,SMRXMTXNLJS
CHAMBAL MOP IMPORTED  ,2514,C514,XMBLMPMPRTT
CHAMBAL DAP IMPORTED  ,2514,C514,XMBLTPMPRTT
SAMPURNA GIRNAR GSSP  ,2516,S516,SMPRNJRNRKSP
PPL BHOOMITRA CITY COMPOST  ,1415,P415,PLBHMTRSTKMPST
MAHAVEERA SSP ZINCATED GRANULAR  ,5162,M162,MHFRSPSNKTTKRNLR
MAHAVEERA SSP ZINCATED POWDER  ,5162,M162,MHFRSPSNKTTPTR
ZFHL POORNA ::  ,2141,Z141,SFHLPRN
GROPLUS SSP FORTIFIED ZINC & BORON  ,2614,G614,KRPLSPFRTFTSNKBRN
PROGIBB  ,1621,P621,PRJB
PROGIBB  ,1621,P621,PRJB
SUPER SHAKTI COMBINE  L,2162,S162,SPRXKTKMBNL
SUPER SHAKTI COMBINE  ML,2162,S162,SPRXKTKMBNML
SUPER SHAKTI COMBINE  ML,2162,S162,SPRXKTKMBNML
COMBINE DIAMORE  L,2515,C515,KMBNTMRL
COMBINE DIAMORE  ML,2515,C515,KMBNTMRML
COMBINE DIAMORE  ML,2515,C515,KMBNTMRML
MAHADHAN BENSULF SUPERFAST  ,5351,M351,MHTHNBNSLFSPRFST
SSP FORTIFIED WITH ZINC AND BORON  ,2163,S163,SPFRTFTW0SNKNTBRN
ZFHL PROM  ,2141,Z141,SFHLPRM
COMPLEX FERTILIZER ::  ,2514,C514,KMPLKSFRTLSR
GROMOR ..  ,2656,G656,KRMR
GROMOR ULTRA ..  ,2656,G656,KRMRLTR
GROMOR ...  ,2656,G656,KRMR
GROMOR ....  ,2656,G656,KRMR
SHAKTIMAN BENTOS  ,2235,S235,XKTMNBNTS
FERTILIZER DUMMY SKU,1634,F634,FRTLSRTMSK
BHARAT UREA BVFCL  ,1636,B636,BHRTRBFFKL
MAHAVEERA SSP POWDER  ,5162,M162,MHFRSPTR
NAVRATNA NPK ::  ,5163,N163,NFRTNNPK
IPL APS :::  ,1412,I141,IPLPS
UTTAM SAMPOORNA MICRO NUTRIENT  ,3525,U352,UTMSMPRNMKRNTRNT
JAI KISAN MAHA ZYPMITE  ,2225,J225,JKSNMHSPMT
JAI KISAN ZINC SULPHATE % POWDER  ,2225,J225,JKSNSNKSLFTPTR
DAYAL HUMIC FERT  ,3452,D452,TYLHMKFRT
DAYAL NENOSULF  ,3455,D455,TYLNNSLF
IFFCO POTASSIUM NITRATE::IMP ,1213,I121,IFKPTSMNTRTMP
BVFCL DAP  ,1243,B243,BFFKLTP
HUMICIL  L,5240,H524,HMSL
HUMICIL  ML,5245,H524,HMSLML
HUMICIL  ML,5245,H524,HMSLML
ZFHL PROM  ,2141,Z141,SFHLPRM
PROGIBB  ,1621,P621,PRJB
HUMIC GOLD  ,5243,H524,HMKKLT
SAMRAT DAP .. PPL  ,2563,S563,SMRTTPL
JAI KISAN GANDHAK  ,2225,J225,JKSNKNTHK
SOIL CONDITIONER RAMA  ,2425,S425,SLKNTXNRM
MANGANESE SULPHATE NAGARJUNE  ,5525,M525,MNKNSSLFTNKRJN
MOSAIC MAGNA BORON  ML,5225,M225,MSKMKNBRNML
MOSAIC MAGNA BORON  ML,5225,M225,MSKMKNBRNML
BIOVITA  X GRANULES  ,1132,B132,BFTKSKRNLS
MOSAIC MAGNA ZINC  ML,5225,M225,MSKMKNSNKML
RUJUTA  ML,6235,R235,RJTML
MOSAIC MAGNA ZINC  ML,5225,M225,MSKMKNSNKML
MBF ZYME SOLID  ,5125,M125,MBFSMSLT
JAI KISAN BIO  L,2225,J225,JKSNBL
JAI KISAN BIO  ML,2225,J225,JKSNBML
JAI KISAN BIO  ML,2225,J225,JKSNBML
SUPER SONNATA  L,2162,S162,SPRSNTL
GROSHAKTI PLUS  ,2622,G622,KRXKTPLS
DOUBLE HORSE SSP % POWDER  ,3146,D146,TBLHRSSPTR
POTASH G  ,1322,P320,PTXK
IPL POTASH DERIVED MOLASES PDM  ,1413,I141,IPLPTXTRFTMLSSPTM
SAMPURNA GIRNAR PSSP RAMA  ,2516,S516,SMPRNJRNRPSPRM
KRUSHI SANJIVNI ..  ,2622,K622,KRXSNJFN
SAMPATTI ::  ,2513,S513,SMPT
NFLAPS :::  ,5141,N141,NFLPS
POTASSIUM CARBONATE GRANULES ,1325,P325,PTSMKRBNTKRNLS
KRIBHCO IMP NPK ::  ,2612,K612,KRBHKMPNPK
ATONIK  L,3524,A352,ATNKL
WUXAL MC MIX  ML,2452,W245,WKSLMKMKSML
MAHADHAN CHETAK :: DAP IMPORT  ,5352,M352,MHTHNXTKTPMPRT
WUXAL MC MIX  L,2452,W245,WKSLMKMKSL
HUMESOL  ML,5245,H524,HMSLML
SSP GRANULAR KRISHI SANJIVANI   ,2126,S126,SPKRNLRKRXSNJFN
ZINC SSP KRISHI SANJIVANI  ,2521,Z521,SNKSPKRXSNJFN
IPL G  LTR,1424,I142,IPLKLTR
COSAMIL GOLD  ,2254,C254,KSMLKLT
BOOM FLOWER  ML,1514,B514,BMFLWRML
BVFCL SSP POWDER KHAITAN  ,1242,B242,BFFKLSPTRKHTN
SAMPURNA NPK :: PPL  ,2516,S516,SMPRNNPKPL
SAMARTH JAI KISAAN NPK ::  ,2563,S563,SMR0JKSNPK
NAVRATAN JAI KISAAN DAP ::  ,5163,N163,NFRTNJKSNTP
UREA NEEM COATED JAI KISAN  ,6552,U655,URNMKTTJKSN
SURKASHA MOP %  ,2622,S622,SRKXMP
IFFCO CALCIUM NITRATE  ,1224,I122,IFKKLSMNTRT
"SULPHO,POTASSIUM SULPHATE, NPK  ",2411,S411,SLFPTSMSLFTNPK
GREEN MIRACLE L,2656,G656,KRNMRKLL
GREEN MIRACLE  ML,2656,G656,KRNMRKLML
ZINC SULPHATE UNIVERSAL %  ,2524,Z524,SNKSLFTNFRSL
GIRNAR GSSP RAMA  ,2656,G656,JRNRKSPRM
IPL MAP ::  ,1451,I145,IPLMP
SAI BREAK L,2162,S162,SBRKL
FLAVANOID FOLIAR SPRAY  ML,1415,F415,FLFNTFLRSPRML
FLAVONOID FOLIAR SPRAY  L,1415,F415,FLFNTFLRSPRL
PPL NAVRATNA NPK ::  ,1451,P451,PLNFRTNNPK
CHAMBAL NPK ::  ,2514,C514,XMBLNPK
BVFCL SSP GRANULATED  KHAITAN  ,1242,B242,BFFKLSPKRNLTTKHTN
SWAL CANORA  ML,2425,S425,SWLKNRML
KRIBHCO NPK ::  ,2612,K612,KRBHKNPK
UTTAM SUPERRHIZA  ,3521,U352,UTMSPRHS
KRIBHCO IMP NPK ::  ,2612,K612,KRBHKMPNPK
RAMA ZINCATED GSSP GRANULAR  ,6525,R525,RMSNKTTKSPKRNLR
SANJEEVANI POWER PLUS GRANULAR ,2521,S521,SNJFNPWRPLSKRNLR
BHARAT IMPORTED CFCL DAP  ,1635,B635,BHRTMPRTTKFKLTP
VIKRAM ZIBOR  ,1265,V265,FKRMSBR
PPL BHARAT DAP ::  ,1416,P416,PLBHRTTP
PPL BHARAT NPK :::  ,1416,P416,PLBHRTNPK
GODAVARI GANNA MASTER ,2316,G316,KTFRKNMSTR
GREEN GOLD BAHUBALI  ,2652,G652,KRNKLTBHBL
GODAVARI DIATOMITE SILICON  ,2316,G316,KTFRTTMTSLKN
GODAVARI DIATOMITE SILICON  ,2316,G316,KTFRTTMTSLKN
GODAVARI GOLD POTASH  ,2316,G316,KTFRKLTPTX
UTTAM SULTON % SULPHUR GR  ,3524,U352,UTMSLTNSLFRKR
UTTAM SULTON % SULPHUR GR  ,3524,U352,UTMSLTNSLFRKR
GROMOR SULPHAMAX  ,2656,G656,KRMRSLFMKS
KRIBHCO ZINC SULPHATE %  ,2612,K612,KRBHKSNKSLFT
KRIBHCO APS :::  ,2612,K612,KRBHKPS
MAHADHAN SMARTEK NPK ::  ,5352,M352,MHTHNSMRTKNPK
MAHADHAN CROPTEK ::   ,5352,M352,MHTHNKRPTK
MOSAIC MAGNA ZINC  ML,5225,M225,MSKMKNSNKML
UTTAM SULTON % SULPHUR GR  ,3524,U352,UTMSLTNSLFRKR
ZINCATED BORONATED GSSP   ,2523,Z523,SNKTTBRNTTKSP
UTTAM MONO ZINC SULPHATE %,3552,U355,UTMNSNKSLFT
IFFCO NANO DAP  ML,1255,I125,IFKNNTPML
CONTROL SHIVALIK CROP  ,2536,C536,KNTRLXFLKKRP
CONTROL SULPHUR MILLS  ,2536,C536,KNTRLSLFRMLS
EROS GOLD  ,6243,E624,ERSKLT
PANDORA SWAL . L,1536,P536,PNTRSWL
PANDORA UPL . L,1536,P536,PNTRPL
PARA LIFE AGRO LIFE  ML,1641,P641,PRLFKRLFML
PARA LIFE AGRO LIFE  L,1641,P641,PRLFKRLFL
PARA LIFE KRISHI RASAYAN  ML,1641,P641,PRLFKRXRSYNML
PARA LIFE  L,1641,P641,PRLFL
TINTO  L,3534,T534,TNTL
", D ETHYL ESTER  ML",3342,D342,T0LSTRML
", D ETHYL ESTER  ML",3342,D342,T0LSTRML
", D MAIN  ML",3554,D554,TMNML
", D MAIN  ML",3554,D554,TMNML
", D MAIN  ML",3554,D554,TMNML
", D MAIN  L",3554,D554,TMNL
", D POWDER  ",3136,D136,TPTR
AANDHI  ,5300,A530,ANTH
AANDHI   ,5300,A530,ANTH
AAROOSH  ,6200,A620,ARX
AAROOSH  ,6200,A620,ARX
AAROOSH  ,6200,A620,ARX
AAROOSH  ,6200,A620,ARX
AAROOSH  ,6200,A620,ARX
AASHIRWADGR  ,2632,A263,AXRWTKR
AATANK %EC  ML,3522,A352,ATNKKML
AATANK %EC  ML,3522,A352,ATNKKML
AATANK %EC  ML,3522,A352,ATNKKML
AATANK %EC  L,3522,A352,ATNKKL
ABACIN  ML,1254,A125,ABSNML
ABACIN  ML,1254,A125,ABSNML
ABACIN  ML,1254,A125,ABSNML
ABACIN  ML,1254,A125,ABSNML
ABIC  ,1200,A120,ABK
ABIC  ,1200,A120,ABK
ABIC  ,1200,A120,ABK
ACEMAIN  ,2550,A255,ASMN
ACEMAIN  ,2550,A255,ASMN
ACEMAIN  ,2550,A255,ASMN
ACEMAIN  ,2550,A255,ASMN
ACEZIN  ,2250,A225,ASSN
ACHOOK  ,2200,A220,AXK
ADRINO  ,3650,A365,ATRN
ACHOOK  ,2200,A220,AXK
ACHOOK  ,2200,A220,AXK
ACORELI  ,2640,A264,AKRL
ACROBAT  ,2613,A261,AKRBT
ACROBAT  ,2613,A261,AKRBT
ACROBAT  ,2613,A261,AKRBT
ACROBAT  ,2613,A261,AKRBT
ACTARA  ,2360,A236,AKTR
ACTARA  ,2360,A236,AKTR
ACTARA  ,2360,A236,AKTR
ACTARA  ,2360,A236,AKTR
ACTARA  ,2360,A236,AKTR
ACTARA  ,2360,A236,AKTR
ACTION  ,2350,A235,AKXN
ACTION   ML,2354,A235,AKXNML
ACTION   ML,2354,A235,AKXNML
ACTION   ML,2354,A235,AKXNML
ACTION   L,2354,A235,AKXNL
BLASTOGAN  ,1423,B423,BLSTKN
ADFYRE  ,3160,A316,ATFR
ADFYRE  ,3160,A316,ATFR
ADFYRE  ,3160,A316,ATFR
ADMIRE  ,3560,A356,ATMR
ADMIRE  ,3560,A356,ATMR
ADMIRE  ,3560,A356,ATMR
ADMIRE  ,3560,A356,ATMR
ADMIRE  ,3560,A356,ATMR
ADMIRE  ,3560,A356,ATMR
ADMIT  ,3530,A353,ATMT
ADMIT  ,3530,A353,ATMT
ADORA  ML,3654,A365,ATRML
ADORA  L,3640,A364,ATRL
ADORA  ML,3654,A365,ATRML
ADORA  ML,3654,A365,ATRML
ADORA  ML,3654,A365,ATRML
ADRINO  ,3650,A365,ATRN
AFFINITY  ,1530,A153,AFNT
AFFINITY  ,1530,A153,AFNT
AGADIG  ,2320,A232,AKTK
AGADI SC  ML,2325,A232,AKTSKML
AGADI SC  ML,2325,A232,AKTSKML
AGAS  ,2200,A220,AKS
AGAS  ,2200,A220,AKS
AGENT PLUS  ML,2531,A253,AJNTPLSML
AGENT PLUS  ML,2531,A253,AJNTPLSML
AGENT PLUS  L,2531,A253,AJNTPLSL
AGENT PLUS  ML,2531,A253,AJNTPLSML
AGIL  ML,2454,A245,AJLML
AGIL  ML,2454,A245,AJLML
AGIL  ML,2454,A245,AJLML
AGIL  L,2400,A240,AJL
AGNIBAN  L,2515,A251,AKNBNL
AGNIBAN  ML,2515,A251,AKNBNML
AJANTA % EC  ML,2532,A253,AJNTKML
AJANTA % EC  ML,2532,A253,AJNTKML
AJANTA % EC  L,2532,A253,AJNTKL
AJANTA SUPER  ML,2532,A253,AJNTSPRML
AJANTA SUPER  ML,2532,A253,AJNTSPRML
AJANTA SUPER  ML,2532,A253,AJNTSPRML
AJANTA SUPER  L,2532,A253,AJNTSPRL
AJANTA SUPER  ML,2532,A253,AJNTSPRML
AJANTA SUPER  L,2532,A253,AJNTSPRL
AKHDIR  L,2364,A236,AKHTRL
ALANTO  ML,4535,A453,ALNTML
ALANTO  ML,4535,A453,ALNTML
ALBU  ML,4154,A415,ALBML
ALGRIP  ,4261,A426,ALKRP
ALIETTE  ,4300,A430,ALT
ALIETTE  ,4300,A430,ALT
ALIETTE  ,4300,A430,ALT
ALIETTE  ,4300,A430,ALT
ALIKA  ML,4254,A425,ALKML
ALIKA  ML,4254,A425,ALKML
ALIKA  ML,4254,A425,ALKML
ALIKA  L,4240,A424,ALKL
ALIKA  ML,4254,A425,ALKML
ALISHAN SUPER  ML,4252,A425,ALXNSPRML
ALL CLEAR  L,4246,A424,ALKLRL
ALL KILL   ML,4245,A424,ALKLML
ALL KILL    ,4240,A424,ALKL
ALL KILL SL   ML,4242,A424,ALKLSLML
ALL KILL SL   L,4242,A424,ALKLSL
ALL KILL SL   L,4242,A424,ALKLSL
ALMIX  ,4520,A452,ALMKS
ALVIDA  ,4130,A413,ALFT
AMAZE  ML,5254,A525,AMSML
AMEREX  ,5620,A562,AMRKS
AMEREX  ,5620,A562,AMRKS
AMICUS  L,5224,A522,AMKSL
AMISTAR  ML,5236,A523,AMSTRML
AMISTAR  ML,5236,A523,AMSTRML
AMISTAR  L,5236,A523,AMSTRL
AMISTAR  ML,5236,A523,AMSTRML
AMISTAR  ML,5236,A523,AMSTRML
AMISTAR  ML,5236,A523,AMSTRML
AMISTAR  ML,5236,A523,AMSTRML
AMISTAR TOP  ML,5236,A523,AMSTRTPML
AMISTAR TOP  ML,5236,A523,AMSTRTPML
AMISTAR TOP  ML,5236,A523,AMSTRTPML
AMISTAR TOP  L,5236,A523,AMSTRTPL
AMISTAR TOP  ML,5236,A523,AMSTRTPML
AMISTAR TOP  ML,5236,A523,AMSTRTPML
AMNON  ,5500,A550,AMNN
AMNON  ,5500,A550,AMNN
AMNON  ,5500,A550,AMNN
AMNON  ,5500,A550,AMNN
AMNON  ,5500,A550,AMNN
AMORA  L,5640,A564,AMRL
AMORA  L,5640,A564,AMRL
AMORA . L,5640,A564,AMRL
AMORA  L,5640,A564,AMRL
AMORA  ML,5654,A565,AMRML
AMORA  ML,5654,A565,AMRML
AMPECT XTRA  ML,5123,A512,AMPKTKSTRML
AMPECT XTRA  ML,5123,A512,AMPKTKSTRML
AMPLIGO  ML,5142,A514,AMPLKML
AMPLIGO  ML,5142,A514,AMPLKML
AMPLIGO  ML,5142,A514,AMPLKML
AMPLIGO  ML,5142,A514,AMPLKML
AMPLIGO  L,5142,A514,AMPLKL
AMPLIGO  ML,5142,A514,AMPLKML
ANANT  ,5530,A553,ANNT
ANANT  ,5530,A553,ANNT
ANSWER GOLD  ML,5262,A526,ANSWRKLTML
ANSWER GOLD  ML,5262,A526,ANSWRKLTML
ANSWER GOLD  ML,5262,A526,ANSWRKLTML
ANSWER GOLD  L,5262,A526,ANSWRKLTL
ANTENNA  ,5350,A535,ANTN
ANTENNA  ,5350,A535,ANTN
ANTENNA  ,5350,A535,ANTN
ANTH  ML,5354,A535,AN0ML
ANTH  ML,5354,A535,AN0ML
ANTH  ML,5354,A535,AN0ML
ANTH  L,5340,A534,AN0L
ANTH  ML,5354,A535,AN0ML
ANTH SUPER  ML,5321,A532,AN0SPRML
ANTH SUPER  ML,5321,A532,AN0SPRML
ANTH SUPER  ML,5321,A532,AN0SPRML
ANTH SUPER  ML,5321,A532,AN0SPRML
ANTH SUPER  L,5321,A532,AN0SPRL
ANTRACOL  ,5362,A536,ANTRKL
ANTRACOL  ,5362,A536,ANTRKL
ANTRACOL  ,5362,A536,ANTRKL
ANTRACOL  ,5362,A536,ANTRKL
ANTRACOL  ,5362,A536,ANTRKL
ANUMITE  ML,5535,A553,ANMTML
AONE  ML,5540,A554,ANML
APACHE  ,1200,A120,APX
APACHE  ,1200,A120,APX
APEX   ML,1254,A125,APKSML
APEX   L,1240,A124,APKSL
APNA   ,1500,A150,APN
APPLE % SC  ML,1425,A142,APLSKML
AREVA % WG  ,6120,A612,ARFK
AREVA % WG  ,6120,A612,ARFK
AREVA % WG  ,6120,A612,ARFK
AREVA % WG  ,6120,A612,ARFK
AREVA % WG  ,6120,A612,ARFK
AREVA SUPER  ML,6121,A612,ARFSPRML
AREVA SUPER  L,6121,A612,ARFSPRL
AREVA SUPER  ML,6121,A612,ARFSPRML
ARROW  ,6000,A600,AR
ARROW  ,6000,A600,AR
ARROW  ,6000,A600,AR
ARYSTAPRID  ,6231,A623,ARSTPRT
ARYSTAPRID  ,6231,A623,ARSTPRT
ARYSTAPRID  ,6231,A623,ARSTPRT
ARYSTAPRID  ,6231,A623,ARSTPRT
ARYSTAPRID  ,6231,A623,ARSTPRT
ASAR  ML,2654,A265,ASRML
ASATAF  ,2310,A231,ASTF
ASATAF  ,2310,A231,ASTF
ASATAF  ,2310,A231,ASTF
ASATAF  ,2310,A231,ASTF
ASATRUS  ,2362,A236,ASTRS
ASTEROID  ,2363,A236,ASTRT
ASTRA  ,2360,A236,ASTR
ASTRA  ,2360,A236,ASTR
ASTRA  ,2360,A236,ASTR
ASTRA  ,2360,A236,ASTR
ATABRON  ML,3165,A316,ATBRNML
ATABRON  ML,3165,A316,ATBRNML
ATABRON  ML,3165,A316,ATBRNML
ATABRON  L,3165,A316,ATBRNL
ATARI % WP  ,3610,A361,ATRP
ATHLETE  ,3430,A343,A0LT
ATLANTIS  ,3453,A345,ATLNTS
ATLANTIS  ,3453,A345,ATLNTS
ATOM  ML,3540,A354,ATML
ATOM  ML,3540,A354,ATML
ATOM  ML,3540,A354,ATML
ATOM  L,3540,A354,ATML
ATRAHIT  ,3630,A363,ATRHT
ATRANEX  ,3652,A365,ATRNKS
ATRANEX  ,3652,A365,ATRNKS
ATRASTAR  ,3623,A362,ATRSTR
ATRATAF  ,3631,A363,ATRTF
ATRAWIL  ,3640,A364,ATRWL
ATRAZINE  ,3625,A362,ATRSN
ATTRACT ATTRAZINE  ,3623,A362,ATRKTTRSN
AUTHORITY FMC  ,3631,A363,A0RTFMK
AUTHORITY FMC  ,3631,A363,A0RTFMK
AUTHORITY FMC  ,3631,A363,A0RTFMK
AUZAR  EC  ML,2625,A262,ASRKML
AUZAR  EC  L,2624,A262,ASRKL
AVANCER GLOW  ,1526,A152,AFNSRKL
AVANCER GLOW  ,1526,A152,AFNSRKL
AVANCER GLOW  ,1526,A152,AFNSRKL
AVANCER GLOW  ,1526,A152,AFNSRKL
AVERT  ,1630,A163,AFRT
AVERT  ,1630,A163,AFRT
AVERT  ,1630,A163,AFRT
AVERT  ,1630,A163,AFRT
AVONE PLUS  ML,1514,A151,AFNPLSML
AVONE PLUS  ML,1514,A151,AFNPLSML
AVONE PLUS  ML,1514,A151,AFNPLSML
AVTAAR  ,1360,A136,AFTR
AVTAR  ,1360,A136,AFTR
AVTAR  ,1360,A136,AFTR
AVTAR  ,1360,A136,AFTR
AVTAR  ,1360,A136,AFTR
AVTAR  ,1360,A136,AFTR
AXIAL EC  ML,2425,A242,AKSLKML
AXIAL EC  L,2424,A242,AKSLKL
AXIAL EC  L,2424,A242,AKSLKL
AXIAL EC  L,2424,A242,AKSLKL
AZADI  ML,2354,A235,ASTML
AZADI  L,2340,A234,ASTL
AZOTRIX  ML,2362,A236,ASTRKSML
AZOTRIX  ML,2362,A236,ASTRKSML
AZOTRIX  ML,2362,A236,ASTRKSML
BAADSHAH  ,1320,B320,BTX
BAADSHAH  ,1320,B320,BTX
BAADSHAH  ,1320,B320,BTX
BAAN  ,1500,B500,BN
BAAN  ,1500,B500,BN
BAAN  ,1500,B500,BN
BAAN  ,1500,B500,BN
BAAN  ,1500,B500,BN
BACTERIMYCIN  ,1236,B236,BKTRMSN
BACTERIMYCIN  ,1236,B236,BKTRMSN
BACU LURE PCI,1246,B246,BKLRPS
BANEST   L,1523,B523,BNSTL
BANEST   L,1523,B523,BNSTL
BANEST   ML,1523,B523,BNSTML
BANJO SUPER  ML,1522,B522,BNJSPRML
BANJO SUPER  ML,1522,B522,BNJSPRML
BANJO SUPER  ML,1522,B522,BNJSPRML
BARAZIDE  ML,1623,B623,BRSTML
BARAZIDE  ML,1623,B623,BRSTML
BARAZIDE  ML,1623,B623,BRSTML
BARAZIDE  ML,1623,B623,BRSTML
BARAZIDE  L,1623,B623,BRSTL
BAROOD  ML,1635,B635,BRTML
BARRIER % WP  ,1661,B661,BRRP
BARRIER % WP  ,1661,B661,BRRP
BARRIER % WP  ,1661,B661,BRRP
BARRIER % WP  ,1661,B661,BRRP
BARRIX LURE,1624,B624,BRKSLR
BARRIX MAGIC STICK YELLOW,1625,B625,BRKSMJKSTKYL
BARROZ  ,1620,B620,BRS
BASAGRAN  ML,1226,B226,BSKRNML
BASAGRAN  ML,1226,B226,BSKRNML
BASAGRAN  L,1226,B226,BSKRNL
BASAGRAN  L,1226,B226,BSKRNL
BASCO  ML,1254,B254,BSKML
BASCO  L,1240,B240,BSKL
BASCO  ML,1254,B254,BSKML
BAVISTIN  ,1123,B123,BFSTN
BAVISTIN  ,1123,B123,BFSTN
BAVISTIN  ,1123,B123,BFSTN
